"state","brand","spend","impressions","leads","link_clicks","reach","agency"
"NV","B2","48.38","2279","6","21","2189","Agency 3"
"CA","B2","26.37","1863","3","17","1788","Agency 3"
"CA","B2","26.77","1509","3","15","1467","Agency 3"
"NC","B2","22.81","986","1","7","943","Agency 3"
"NC","B2","7.2","256","0","0","251","Agency 3"
"CA","B2","8.01","358","1","6","352","Agency 3"
"CA","B2","4.6","223","0","4","213","Agency 3"
"CA","B2","8.48","308","0","4","300","Agency 3"
"CA","B2","4.69","205","2","4","190","Agency 3"
"CA","B2","3.74","145","0","2","143","Agency 3"
"CA","B2","11.15","400","0","2","387","Agency 3"
"CA","B2","11.32","512","0","1","492","Agency 3"
"KS","B2","47.31","2582","2","10","2432","Agency 3"
"AZ","B2","24.32","937","1","8","902","Agency 3"
"AZ","B2","24.16","937","0","3","902","Agency 3"
"WI","B2","39.49","2551","1","15","2473","Agency 9"
"CA","B2","10.05","645","0","6","636","Agency 3"
"CA","B2","19.07","1068","3","23","1028","Agency 3"
"CA","B2","11.94","545","1","5","530","Agency 3"
"CA","B2","6.48","373","0","2","359","Agency 3"
"CA","B2","6.67","367","1","5","353","Agency 3"
"GA","B2","16.01","911","1","9","863","Agency 2"
"FL","B2","47.03","2012","1","19","1881","Agency 3"
"CA","B2","10.73","573","3","6","550","Agency 3"
"CA","B2","8.03","537","0","3","522","Agency 3"
"CA","B2","15.8","1342","2","9","1290","Agency 3"
"CA","B2","7.99","629","2","6","615","Agency 3"
"OH","B2","32.17","2020","2","13","1907","Agency 3"
"IA","B2","12.7","749","2","5","652","Agency 3"
"IA","B2","24.15","1149","1","3","1085","Agency 3"
"IA","B2","12.14","699","1","4","664","Agency 3"
"MA","B2","31.21","1621","2","12","1498","Agency 3"
"MA","B2","15.56","687","0","3","663","Agency 3"
"MA","B2","7.83","334","1","5","328","Agency 3"
"MA","B2","7.71","321","0","0","309","Agency 3"
"FL","B2","48.63","2379","0","8","1946","Agency 5"
"VA","B2","17.24","983","1","3","952","Agency 4"
"VA","B2","14.74","718","1","4","680","Agency 4"
"NJ","B2","33.9","1575","3","11","1473","Agency 9"
"MI","B2","7.69","354","3","8","349","Agency 3"
"MI","B2","7.75","356","1","3","334","Agency 3"
"CA","B2","24.46","1010","0","12","974","Agency 3"
"CA","B2","24.32","1197","0","7","1166","Agency 3"
"FL","B2","49.69","2107","1","51","1982","Agency 3"
"CA","B2","9.34","485","1","5","453","Agency 3"
"CA","B2","9.28","601","2","5","582","Agency 3"
"CA","B2","23.91","811","1","7","768","Agency 3"
"IA","B2","23.76","1842","2","43","1684","Agency 3"
"IA","B2","22.97","722","0","4","533","Agency 3"
"KS","B2","11.77","633","2","20","615","Agency 3"
"KS","B2","11.99","672","1","18","657","Agency 3"
"KS","B2","23.23","913","0","7","865","Agency 3"
"IN","B2","15.87","816","4","7","759","Agency 3"
"IN","B2","15.74","999","1","3","957","Agency 3"
"NC","B2","7.86","230","1","1","221","Agency 3"
"NC","B2","11.65","664","1","25","643","Agency 3"
"NC","B2","11.98","733","0","20","697","Agency 3"
"TX","B2","32.1","1648","0","25","1535","Agency 2"
"OH","B2","16.36","629","1","1","605","Agency 2"
"CA","B2","7.86","490","1","8","468","Agency 3"
"CA","B2","7.93","440","1","6","429","Agency 3"
"CA","B2","15.6","786","1","23","742","Agency 3"
"AZ","B2","23.21","1288","1","9","1256","Agency 3"
"AZ","B2","23.51","1523","1","10","1479","Agency 3"
"CA","B2","7.03","396","1","6","387","Agency 3"
"CA","B2","15.67","701","1","9","676","Agency 3"
"CA","B2","7.38","278","0","6","275","Agency 3"
"CO","B2","8.18","496","0","8","480","Agency 3"
"CO","B2","7.92","423","1","7","402","Agency 3"
"CO","B2","15.72","815","0","7","798","Agency 3"
"CO","B2","17.83","744","0","0","719","Agency 3"
"CO","B2","31.43","1695","0","5","1637","Agency 3"
"MO","B2","7.99","430","1","10","407","Agency 3"
"MO","B2","7.28","373","0","6","348","Agency 3"
"MO","B2","7.32","400","0","5","373","Agency 3"
"MO","B2","5.01","220","0","1","215","Agency 3"
"MO","B2","6.37","299","0","2","286","Agency 3"
"MO","B2","5.18","295","0","2","284","Agency 3"
"MO","B2","6.25","423","0","3","416","Agency 3"
"CA","B2","11.12","584","1","5","575","Agency 3"
"CA","B2","11.7","676","1","4","660","Agency 3"
"CO","B2","2.28","108","0","0","108","Agency 3"
"CO","B2","16","646","0","3","625","Agency 3"
"CO","B2","0.17","14","0","0","14","Agency 3"
"CO","B2","15.82","694","0","0","627","Agency 3"
"KY","B2","38.74","1527","4","13","1436","Agency 3"
"UT","B2","40.12","1235","0","7","1147","Agency 2"
"MN","B2","31.97","1375","1","9","1278","Agency 9"
"AZ","B2","23.92","1277","4","19","1217","Agency 2"
"TX","B2","31.47","1526","1","44","1428","Agency 3"
"MO","B2","11.3","548","0","8","518","Agency 3"
"IL","B2","55.87","2489","19","68","2121","Agency 2"
"MN","B2","6.04","323","0","3","312","Agency 3"
"MN","B2","5.56","359","0","3","343","Agency 3"
"TN","B2","61.25","3267","1","137","3043","Agency 3"
"CA","B2","23.81","1368","2","10","1309","Agency 3"
"CA","B2","24.04","2177","2","19","2128","Agency 3"
"IL","B2","15.89","724","1","10","701","Agency 3"
"IL","B2","10.98","527","0","3","501","Agency 3"
"IL","B2","4.65","189","0","6","186","Agency 3"
"IL","B2","10.63","505","1","2","497","Agency 3"
"IL","B2","16.06","823","1","6","786","Agency 3"
"IL","B2","1.09","48","1","5","48","Agency 3"
"FL","B2","23.84","1089","2","9","1017","Agency 3"
"FL","B2","23.64","1229","4","13","1195","Agency 3"
"FL","B2","31.57","1672","3","12","1533","Agency 2"
"TN","B2","15.68","817","1","7","791","Agency 3"
"TN","B2","16.15","951","1","10","928","Agency 3"
"FL","B2","23.67","1065","1","20","1001","Agency 3"
"MO","B2","7.31","487","0","5","455","Agency 3"
"MO","B2","8.88","382","0","3","371","Agency 3"
"MO","B2","7.18","444","0","9","397","Agency 3"
"CO","B2","24.63","991","0","0","898","Agency 3"
"TX","B2","45.44","1907","1","6","1766","Agency 3"
"TX","B2","2.49","122","0","0","119","Agency 3"
"IL","B2","100.04","4152","2","15","3997","Agency 3"
"IL","B2","32.69","2124","2","5","2078","Agency 3"
"OH","B2","32.25","2102","2","9","1947","Agency 3"
"IL","B2","55.81","2155","13","52","1862","Agency 2"
"TX","B2","16.24","574","1","1","539","Agency 3"
"TX","B2","8.33","380","0","2","368","Agency 3"
"IL","B2","24.02","1070","1","19","1008","Agency 3"
"IL","B2","6.03","255","0","0","253","Agency 3"
"IL","B2","7.54","357","0","1","345","Agency 3"
"IL","B2","23.37","1143","0","41","1059","Agency 3"
"IL","B2","15.8","901","1","10","866","Agency 3"
"UT","B2","40.24","1495","2","6","1363","Agency 2"
"NV","B2","47.81","2401","5","28","2282","Agency 3"
"CA","B2","24.03","1187","3","18","1132","Agency 3"
"CA","B2","24.07","2124","1","14","2051","Agency 3"
"AZ","B2","23.6","1463","6","12","1416","Agency 3"
"AZ","B2","23.55","1403","2","6","1323","Agency 3"
"MN","B2","33.2","1387","1","8","1259","Agency 9"
"MI","B2","7.08","291","1","4","284","Agency 3"
"MI","B2","37.47","1653","0","12","1565","Agency 3"
"NJ","B2","30.99","1455","3","12","1342","Agency 9"
"FL","B2","50.45","2062","1","44","1925","Agency 3"
"AZ","B2","23.79","970","1","3","922","Agency 3"
"AZ","B2","23.57","831","0","4","764","Agency 3"
"CA","B2","18.73","1093","1","15","1038","Agency 3"
"CA","B2","9.9","605","0","4","592","Agency 3"
"CO","B2","8.09","430","1","6","411","Agency 3"
"CO","B2","15.8","854","0","10","838","Agency 3"
"CO","B2","8.06","502","0","2","492","Agency 3"
"VA","B2","15.4","789","1","2","750","Agency 4"
"VA","B2","17.05","1056","0","9","1004","Agency 4"
"MO","B2","11.58","582","1","5","556","Agency 3"
"MO","B2","11.79","531","1","5","505","Agency 3"
"MO","B2","11.68","802","0","4","781","Agency 3"
"KS","B2","48.88","2717","1","13","2522","Agency 3"
"MO","B2","22.78","1241","2","10","1176","Agency 3"
"TX","B2","19.08","1248","1","17","1207","Agency 3"
"TX","B2","9.82","717","1","23","687","Agency 3"
"TX","B2","10.02","706","1","20","680","Agency 3"
"CA","B2","15.94","1453","1","5","1393","Agency 3"
"CA","B2","7.84","574","0","4","553","Agency 3"
"CA","B2","7.92","521","1","2","502","Agency 3"
"MD","B2","29.84","1396","1","59","1293","Agency 3"
"MD","B2","44.77","2149","1","65","1993","Agency 3"
"MD","B2","16.08","726","1","12","682","Agency 3"
"MD","B2","21.24","1622","0","13","1533","Agency 3"
"MD","B2","10.6","625","0","8","590","Agency 3"
"MD","B2","10.34","536","0","6","507","Agency 3"
"MD","B2","15.21","520","0","0","506","Agency 3"
"MD","B2","16.33","579","2","11","546","Agency 3"
"TN","B2","16.07","888","2","5","858","Agency 3"
"TN","B2","16.56","989","2","11","961","Agency 3"
"TX","B2","30.66","1484","1","73","1375","Agency 3"
"AZ","B2","23.52","1190","3","20","1136","Agency 2"
"TX","B2","48","2293","2","9","2147","Agency 3"
"GA","B2","15.61","984","6","11","931","Agency 2"
"FL","B2","31.36","1677","1","10","1531","Agency 2"
"KS","B2","23.52","1062","2","6","991","Agency 3"
"KS","B2","12.24","730","2","13","710","Agency 3"
"KS","B2","12.15","608","1","16","583","Agency 3"
"CA","B2","26.76","1553","3","23","1508","Agency 3"
"CA","B2","26.37","1918","3","27","1834","Agency 3"
"MA","B2","15.69","725","1","6","702","Agency 3"
"MA","B2","7.76","304","0","0","294","Agency 3"
"MA","B2","32.02","1828","2","8","1689","Agency 3"
"MA","B2","7.76","343","0","0","333","Agency 3"
"NC","B2","10.79","339","0","1","320","Agency 3"
"NC","B2","9.31","507","1","12","480","Agency 3"
"NC","B2","9.38","568","0","13","544","Agency 3"
"CO","B2","0.35","11","0","0","11","Agency 3"
"CO","B2","23.01","1321","3","5","1281","Agency 3"
"CO","B2","5.99","299","0","2","289","Agency 3"
"TX","B2","30.95","1593","1","21","1493","Agency 2"
"FL","B2","47.75","2234","3","19","1640","Agency 5"
"FL","B2","23.88","1202","3","23","1164","Agency 3"
"FL","B2","23.21","1227","1","6","1171","Agency 3"
"FL","B2","23.9","1175","0","4","1089","Agency 3"
"FL","B2","47.23","2033","2","28","1887","Agency 3"
"CA","B2","5.07","226","0","0","219","Agency 3"
"CA","B2","17.38","597","0","4","574","Agency 3"
"OH","B2","15.87","688","2","7","653","Agency 2"
"CA","B2","12","499","2","5","479","Agency 3"
"CA","B2","11.65","625","1","6","607","Agency 3"
"CA","B2","6.92","342","0","1","335","Agency 3"
"CA","B2","6.69","315","1","5","308","Agency 3"
"CA","B2","15.75","785","0","16","747","Agency 3"
"KY","B2","32.47","1293","2","11","1203","Agency 3"
"CA","B2","23.63","853","1","18","816","Agency 3"
"MN","B2","8.07","559","1","9","536","Agency 3"
"MN","B2","8.06","426","2","5","399","Agency 3"
"TN","B2","30.52","1619","1","57","1517","Agency 3"
"TN","B2","24.57","823","0","0","797","Agency 3"
"CA","B2","0.06","2","0","0","2","Agency 3"
"CA","B2","23.99","1031","1","7","1001","Agency 3"
"CA","B2","23.89","1059","3","11","1016","Agency 3"
"CO","B2","16.13","796","1","4","727","Agency 3"
"CO","B2","15.74","680","1","2","652","Agency 3"
"CO","B2","47.08","1980","1","6","1865","Agency 3"
"IN","B2","14.94","972","0","3","943","Agency 3"
"IN","B2","8.52","590","0","3","528","Agency 3"
"IN","B2","6.29","340","0","0","335","Agency 3"
"IL","B2","99.22","4332","3","17","4147","Agency 3"
"IL","B2","32.32","2251","0","8","2193","Agency 3"
"PA","B2","79.97","4011","8","28","3743","Agency 2"
"IA","B2","11.57","730","0","4","653","Agency 3"
"IA","B2","12.2","781","1","3","728","Agency 3"
"IA","B2","23.47","1244","1","3","1151","Agency 3"
"CA","B2","23.14","1298","0","7","1241","Agency 3"
"CA","B2","9.42","408","0","3","396","Agency 3"
"CA","B2","7.24","328","0","2","318","Agency 3"
"WI","B2","39.63","2518","2","13","2424","Agency 9"
"CA","B2","8.06","540","0","10","510","Agency 3"
"CA","B2","16.35","852","1","29","804","Agency 3"
"CA","B2","7.97","407","0","6","396","Agency 3"
"IA","B2","21.06","681","0","2","484","Agency 3"
"IA","B2","2.14","44","0","0","43","Agency 3"
"IA","B2","5.75","100","0","0","96","Agency 3"
"IA","B2","19.03","1353","5","37","1250","Agency 3"
"CA","B2","9.01","483","1","8","453","Agency 3"
"CA","B2","9.3","539","1","6","525","Agency 3"
"NC","B2","15.73","676","0","3","632","Agency 3"
"NC","B2","15.87","765","1","3","753","Agency 3"
"MN","B2","8.01","458","0","3","429","Agency 3"
"MN","B2","8.08","601","0","9","564","Agency 3"
"MO","B2","12.15","835","2","3","805","Agency 3"
"MO","B2","12.03","662","0","6","622","Agency 3"
"WI","B2","39.67","2712","1","8","2580","Agency 9"
"GA","B2","16.26","1065","5","20","997","Agency 2"
"IL","B2","101.26","4921","8","24","4674","Agency 3"
"IL","B2","32.76","2144","2","10","2067","Agency 3"
"KS","B2","12.18","705","0","26","667","Agency 3"
"KS","B2","23.6","1269","2","8","1181","Agency 3"
"KS","B2","12.34","767","1","23","731","Agency 3"
"KS","B2","37.01","2262","5","13","2081","Agency 3"
"KS","B2","8.38","520","1","7","489","Agency 3"
"VA","B2","15.66","803","0","5","750","Agency 4"
"VA","B2","17.31","1323","0","10","1260","Agency 4"
"CA","B2","23.77","1085","0","13","1011","Agency 3"
"CA","B2","8.09","442","0","7","426","Agency 3"
"CA","B2","7.99","577","0","6","556","Agency 3"
"CA","B2","16.37","993","1","23","921","Agency 3"
"IN","B2","15.61","1212","0","2","1042","Agency 3"
"IN","B2","15.93","1217","3","6","1158","Agency 3"
"CA","B2","9.36","747","1","8","719","Agency 3"
"CA","B2","9.42","638","2","11","587","Agency 3"
"OH","B2","16.37","863","0","7","810","Agency 2"
"CA","B2","12.14","559","1","8","529","Agency 3"
"CA","B2","11.96","597","0","4","571","Agency 3"
"TN","B2","16.05","953","0","8","902","Agency 3"
"TN","B2","16.47","1029","2","3","981","Agency 3"
"FL","B2","16.58","881","0","5","812","Agency 3"
"FL","B2","7.82","488","0","1","474","Agency 3"
"FL","B2","23.76","1401","0","7","1337","Agency 3"
"TX","B2","26.37","1176","0","11","1068","Agency 3"
"PA","B2","82.85","4821","6","29","4432","Agency 2"
"CA","B2","24.34","2012","3","15","1947","Agency 3"
"CA","B2","24.47","1326","2","17","1262","Agency 3"
"TX","B2","31.92","1699","2","27","1586","Agency 2"
"FL","B2","48.06","2338","1","36","2127","Agency 3"
"CA","B2","5.9","450","0","2","438","Agency 3"
"CA","B2","18.29","1379","1","15","1318","Agency 3"
"CA","B2","26.43","1730","1","30","1668","Agency 3"
"CO","B2","9.99","599","0","1","560","Agency 3"
"CO","B2","22.34","1359","1","6","1312","Agency 3"
"IL","B2","15.81","1089","0","4","1036","Agency 3"
"IL","B2","24.04","1269","0","39","1169","Agency 3"
"IL","B2","23.51","1061","1","32","1010","Agency 3"
"IL","B2","15.97","840","1","8","775","Agency 3"
"TX","B2","20.5","1357","5","23","1287","Agency 3"
"TX","B2","10.17","802","1","24","762","Agency 3"
"TX","B2","10.2","744","0","17","700","Agency 3"
"IA","B2","12.32","910","3","9","790","Agency 3"
"IA","B2","12.3","866","0","2","810","Agency 3"
"IA","B2","25.09","1480","0","0","1387","Agency 3"
"CA","B2","7.13","430","0","9","414","Agency 3"
"CA","B2","15.72","852","2","17","822","Agency 3"
"CA","B2","6.95","446","0","5","436","Agency 3"
"MA","B2","1.68","78","0","0","78","Agency 3"
"MA","B2","32.73","1911","3","14","1739","Agency 3"
"MA","B2","8.01","363","0","2","347","Agency 3"
"MA","B2","14.34","718","0","9","680","Agency 3"
"MA","B2","8.18","339","1","3","330","Agency 3"
"TN","B2","59.84","2389","0","10","2233","Agency 3"
"CA","B2","23.66","1027","2","21","970","Agency 3"
"CA","B2","19.4","1242","0","10","1191","Agency 3"
"CA","B2","10.11","724","0","6","694","Agency 3"
"MI","B2","47.61","2617","2","9","2431","Agency 3"
"CO","B2","47.39","2258","1","3","2069","Agency 3"
"CO","B2","16.1","798","0","2","743","Agency 3"
"CO","B2","15.99","790","0","2","751","Agency 3"
"TX","B2","49.26","2270","2","13","2132","Agency 3"
"MO","B2","12.08","692","1","7","648","Agency 3"
"NC","B2","8.22","551","2","17","519","Agency 3"
"NC","B2","15.9","527","0","3","490","Agency 3"
"NC","B2","8.21","507","2","22","477","Agency 3"
"TX","B2","32.6","1818","1","73","1653","Agency 3"
"MD","B2","7.44","443","1","6","424","Agency 3"
"MD","B2","18.26","992","2","24","935","Agency 3"
"MD","B2","65.77","3202","6","118","2899","Agency 3"
"MD","B2","30.2","1710","1","78","1523","Agency 3"
"MD","B2","22.07","1885","0","18","1789","Agency 3"
"MD","B2","32.12","1247","0","23","1119","Agency 3"
"NJ","B2","33.24","1601","2","13","1470","Agency 9"
"AZ","B2","24.06","1465","3","16","1401","Agency 3"
"AZ","B2","5.97","289","0","3","281","Agency 3"
"AZ","B2","18.12","885","3","7","854","Agency 3"
"CO","B2","8.52","503","0","10","488","Agency 3"
"CO","B2","8.44","430","3","5","413","Agency 3"
"CO","B2","16.33","868","3","9","833","Agency 3"
"FL","B2","47.81","2495","1","38","2294","Agency 3"
"CA","B2","23.84","1579","3","11","1516","Agency 3"
"CA","B2","23.37","1128","0","4","1063","Agency 3"
"NV","B2","48.3","2833","6","20","2722","Agency 3"
"FL","B2","48.93","2287","2","20","2023","Agency 5"
"MO","B2","23.78","1508","1","8","1392","Agency 3"
"KY","B2","33.22","1521","3","13","1398","Agency 3"
"AZ","B2","24.06","1128","0","9","1083","Agency 3"
"AZ","B2","17.64","704","1","3","688","Agency 3"
"AZ","B2","5.31","232","0","1","228","Agency 3"
"NC","B2","16.13","795","0","6","774","Agency 3"
"NC","B2","15.85","696","2","4","653","Agency 3"
"AZ","B2","23.76","1487","2","19","1418","Agency 2"
"CA","B2","12.09","662","0","4","629","Agency 3"
"CA","B2","12","537","0","5","514","Agency 3"
"FL","B2","24.26","1352","1","13","1283","Agency 3"
"MN","B2","31.87","1503","0","6","1370","Agency 9"
"IA","B2","23.77","590","1","1","493","Agency 3"
"IA","B2","12.54","375","0","0","255","Agency 3"
"IA","B2","12.04","343","0","1","254","Agency 3"
"UT","B2","41.25","1920","0","2","1676","Agency 2"
"OH","B2","32.3","2398","5","14","2183","Agency 3"
"FL","B2","32.41","1863","4","20","1693","Agency 2"
"CA","B2","8.18","713","5","8","682","Agency 3"
"CA","B2","8.22","639","2","7","615","Agency 3"
"CA","B2","16.06","1650","1","4","1580","Agency 3"
"OH","B2","16.36","844","1","9","812","Agency 2"
"CA","B2","19.38","1309","3","16","1256","Agency 3"
"CA","B2","10.04","707","0","9","697","Agency 3"
"IA","B2","12.01","409","0","4","298","Agency 3"
"IA","B2","11.78","365","2","7","265","Agency 3"
"IA","B2","23.49","639","0","6","548","Agency 3"
"MI","B2","47.87","2757","1","19","2600","Agency 3"
"CO","B2","15.63","906","0","7","875","Agency 3"
"CO","B2","7.94","523","0","9","515","Agency 3"
"CO","B2","8.11","455","1","5","442","Agency 3"
"AZ","B2","23.92","926","0","7","879","Agency 3"
"AZ","B2","23.99","1402","0","10","1356","Agency 3"
"CA","B2","24.18","1559","1","6","1497","Agency 3"
"CA","B2","24.41","2238","5","20","2174","Agency 3"
"MO","B2","11.96","683","1","9","659","Agency 3"
"CA","B2","25.4","1491","1","14","1448","Agency 3"
"FL","B2","36.38","2107","0","32","1960","Agency 3"
"CA","B2","8.43","652","3","15","634","Agency 3"
"CA","B2","8.09","612","0","5","595","Agency 3"
"CA","B2","16.32","1193","2","42","1115","Agency 3"
"IL","B2","100.48","4940","8","27","4727","Agency 3"
"IL","B2","30.68","2544","2","6","2489","Agency 3"
"CA","B2","12.04","570","1","2","546","Agency 3"
"CA","B2","12.16","631","0","7","611","Agency 3"
"NV","B2","48.13","2904","5","18","2802","Agency 3"
"TX","B2","32.59","1811","2","25","1702","Agency 2"
"KS","B2","12.29","996","0","26","954","Agency 3"
"KS","B2","23.79","1287","1","5","1222","Agency 3"
"KS","B2","12.43","819","2","36","778","Agency 3"
"NJ","B2","12.15","744","1","5","730","Agency 3"
"IA","B2","12.17","1018","1","3","937","Agency 3"
"IA","B2","12.38","847","3","9","785","Agency 3"
"IA","B2","24.41","1438","0","12","1336","Agency 3"
"MA","B2","4.33","243","0","19","226","Agency 3"
"MA","B2","7.95","501","0","3","484","Agency 3"
"MA","B2","8.18","539","0","4","527","Agency 3"
"MA","B2","8.25","430","1","1","414","Agency 3"
"MA","B2","9.82","479","1","5","457","Agency 3"
"MA","B2","4.5","317","0","10","295","Agency 3"
"MA","B2","8.04","401","1","3","389","Agency 3"
"MA","B2","21.39","1458","3","10","1363","Agency 3"
"MD","B2","29.96","1757","0","31","1663","Agency 3"
"MD","B2","8.88","657","0","10","643","Agency 3"
"MD","B2","21.9","2067","0","18","1948","Agency 3"
"MD","B2","15.29","771","0","32","742","Agency 3"
"MD","B2","18.14","827","0","17","768","Agency 3"
"MD","B2","33.83","1667","1","52","1562","Agency 3"
"MD","B2","28.72","1667","2","45","1541","Agency 3"
"FL","B2","12.26","854","1","1","816","Agency 3"
"FL","B2","12.26","815","3","9","780","Agency 3"
"FL","B2","24.41","1547","4","11","1492","Agency 3"
"PA","B2","83.21","5117","7","37","4790","Agency 2"
"CA","B2","8.06","651","2","6","626","Agency 3"
"CA","B2","8.07","733","3","7","704","Agency 3"
"CA","B2","16.3","1740","2","7","1664","Agency 3"
"CA","B2","16.77","980","0","16","952","Agency 3"
"KS","B2","24.24","1474","1","7","1383","Agency 3"
"KS","B2","24.62","1680","2","13","1563","Agency 3"
"FL","B2","33.06","2110","3","15","1910","Agency 2"
"GA","B2","16.28","994","4","16","956","Agency 2"
"CO","B2","16.37","1008","0","5","938","Agency 3"
"CO","B2","13.37","742","0","2","717","Agency 3"
"CO","B2","16.27","749","0","1","717","Agency 3"
"CO","B2","29.91","1649","1","10","1557","Agency 3"
"FL","B2","24.06","1469","2","17","1383","Agency 3"
"IN","B2","15.66","1240","1","4","1194","Agency 3"
"IN","B2","15.57","1318","1","5","1179","Agency 3"
"NC","B2","16.45","898","0","8","870","Agency 3"
"NC","B2","16.38","983","1","6","938","Agency 3"
"CA","B2","12.32","592","1","10","569","Agency 3"
"CA","B2","12.25","688","2","8","675","Agency 3"
"WI","B2","38.53","3124","2","10","3011","Agency 9"
"TN","B2","16.22","1180","1","11","1129","Agency 3"
"TN","B2","16.11","1146","0","6","1102","Agency 3"
"NC","B2","8.22","592","0","13","565","Agency 3"
"NC","B2","8.1","531","0","10","509","Agency 3"
"NC","B2","16.25","618","1","3","582","Agency 3"
"CO","B2","10.2","606","3","4","577","Agency 3"
"CO","B2","22.01","1664","1","7","1626","Agency 3"
"TX","B2","26.85","1601","1","5","1543","Agency 3"
"TX","B2","6.82","362","0","1","335","Agency 3"
"TX","B2","6.43","349","0","0","329","Agency 3"
"TX","B2","6.45","322","0","1","315","Agency 3"
"FL","B2","49.53","2642","1","14","2346","Agency 5"
"TX","B2","12.41","578","0","10","562","Agency 3"
"TX","B2","19.37","1266","1","55","1190","Agency 3"
"IL","B2","15.89","955","0","5","886","Agency 3"
"IL","B2","24.12","1156","1","30","1090","Agency 3"
"IL","B2","15.64","1029","1","3","989","Agency 3"
"IL","B2","23.79","1351","0","33","1257","Agency 3"
"MO","B2","12.99","1054","0","1","1034","Agency 3"
"MO","B2","13.08","823","2","7","799","Agency 3"
"CA","B2","24.09","1170","1","8","1127","Agency 3"
"MO","B2","27.22","1887","5","22","1779","Agency 3"
"CA","B2","13.66","1166","3","14","1127","Agency 3"
"CA","B2","26.5","2027","1","44","1964","Agency 3"
"CA","B2","13.34","1352","1","10","1322","Agency 3"
"NJ","B2","30.33","1752","0","9","1661","Agency 9"
"FL","B2","20.93","1435","0","2","1396","Agency 3"
"FL","B2","24.38","1340","1","25","1289","Agency 3"
"VA","B2","16.22","967","1","5","927","Agency 4"
"VA","B2","18.85","1592","3","15","1548","Agency 4"
"TN","B2","40.04","1722","1","6","1667","Agency 3"
"AZ","B2","19.07","1398","4","23","1367","Agency 2"
"KY","B2","28.57","1399","5","12","1314","Agency 3"
"CA","B2","7.11","407","1","11","399","Agency 3"
"CA","B2","7.09","442","0","7","437","Agency 3"
"CA","B2","12.13","621","0","11","604","Agency 3"
"TX","B2","26.55","1170","1","4","1060","Agency 3"
"TX","B2","10.12","781","0","19","743","Agency 3"
"TX","B2","10.11","874","2","15","834","Agency 3"
"TX","B2","19.96","1577","2","16","1507","Agency 3"
"CA","B2","29.8","1444","0","15","1394","Agency 3"
"CA","B2","9.36","658","2","10","616","Agency 3"
"CA","B2","9.2","768","3","10","728","Agency 3"
"UT","B2","41.47","2232","1","7","2109","Agency 2"
"MN","B2","8","558","1","15","523","Agency 3"
"MN","B2","8.06","601","0","8","568","Agency 3"
"OH","B2","0.85","65","1","1","65","Agency 3"
"OH","B2","1.32","70","0","0","69","Agency 3"
"OH","B2","32.88","2635","2","11","2540","Agency 3"
"CA","B2","24.05","1646","4","28","1590","Agency 3"
"AZ","B2","23.73","1467","0","13","1421","Agency 3"
"AZ","B2","23.89","1380","1","14","1311","Agency 3"
"MN","B2","32.56","1881","2","7","1762","Agency 9"
"IA","B2","41.21","2235","2","9","2056","Agency 3"
"CA","B2","9.68","372","1","1","364","Agency 3"
"FL","B2","24.73","1295","2","10","1241","Agency 3"
"CA","B2","4.43","270","0","4","269","Agency 3"
"CA","B2","27.16","1501","2","46","1440","Agency 3"
"GA","B2","24.18","1256","6","15","1185","Agency 2"
"TX","B2","33.98","1502","2","16","1422","Agency 3"
"CO","B2","21.9","1155","3","8","1116","Agency 3"
"CO","B2","10","506","0","0","470","Agency 3"
"FL","B2","52.31","3041","3","13","2902","Agency 3"
"AZ","B2","24.56","1656","0","10","1591","Agency 3"
"AZ","B2","24.73","1444","1","17","1396","Agency 3"
"CO","B2","16.55","652","1","2","620","Agency 3"
"CO","B2","16.28","910","0","3","843","Agency 3"
"CO","B2","42.06","2054","0","3","1897","Agency 3"
"CA","B2","14.4","700","0","11","660","Agency 3"
"CA","B2","16.42","669","1","6","653","Agency 3"
"NC","B2","15.89","866","1","4","824","Agency 3"
"FL","B2","14.24","598","0","6","581","Agency 3"
"TX","B2","20.91","1444","0","12","1377","Agency 3"
"CA","B2","26.3","1490","2","15","1457","Agency 3"
"CA","B2","8.92","727","0","4","710","Agency 3"
"CO","B2","16.23","874","1","8","834","Agency 3"
"GA","B2","37.29","1827","1","12","1594","Agency 2"
"PA","B2","82.22","4736","3","35","4370","Agency 2"
"FL","B2","48.39","2084","4","23","1798","Agency 5"
"OH","B2","32.22","2138","2","9","2024","Agency 3"
"TX","B2","27.67","1134","0","6","1032","Agency 3"
"NJ","B2","34.17","1919","1","6","1810","Agency 9"
"MN","B2","9.3","547","2","10","514","Agency 3"
"MN","B2","10.22","590","0","13","553","Agency 3"
"TN","B2","16.41","986","0","5","947","Agency 3"
"IN","B2","15.74","1032","0","2","909","Agency 3"
"IN","B2","16.03","966","1","3","926","Agency 3"
"MA","B2","7.03","373","1","2","359","Agency 3"
"MA","B2","2.22","87","0","0","86","Agency 3"
"MA","B2","23.18","1074","1","7","1006","Agency 3"
"MA","B2","7.23","362","0","0","351","Agency 3"
"CA","B2","30.24","1699","1","5","1645","Agency 3"
"CA","B2","14.78","625","1","12","610","Agency 3"
"CA","B2","14.47","576","0","8","563","Agency 3"
"TX","B2","11.51","477","0","1","449","Agency 3"
"TX","B2","11.64","647","0","0","599","Agency 3"
"TX","B2","11.78","499","0","1","474","Agency 3"
